Nombre;Estilo;Cervecería;Nombre completo;Descripción;ABV;Min IBU;Max IBU;Astringencia;Cuerpo (Body);Alcohol;Amargo (Bitter);Dulce (Sweet);Agrio (Sour);Salado (Salty);Frutas (Fruits);Lupulado (Hoppy);Especias (Spices);Malta (Malty)
Celtic Ale;Red Ale - Irish;Long Ireland Beer Company;Long Ireland Beer Company Celtic Ale;Notes:;5;20;30;14;38;9;30;52;11;1;8;43;7;72
Fire Chief Ale;Red Ale - Irish;Rock Bottom Restaurant & Brewery;Rock Bottom Restaurant & Brewery Fire Chief Ale;"Notes:""Our fresh-brewed Fire Chief Ale* is a medium-bodied,auburn-colored Ale that gets its pleasant sweetness and lightly toasted character from select caramel and crystal malts. Hand-selected hops from the Pacific Northwest lend a crisp and satisfying citrus finish.""\t";5.5;20;30;24;43;6;56;39;38;0;34;82;7;83
Quinn's Amber Ale;Red Ale - Irish;Wachusett Brewing Company;Wachusett Brewing Company Quinn's Amber Ale;Notes:An easy drinking Amber Ale with low bitterness, a subtle malt profile and a balanced finish.Availability: Jan-Mar\t;4.8;20;30;10;35;8;30;51;19;0;18;42;1;64
Red Head Red Ale;Red Ale - Irish;Dunedin Brewery;Dunedin Brewery Red Head Red Ale;Notes:Celtic Red Ale\t;5;20;30;18;47;8;36;79;20;0;21;42;8;96
Rebel Red;Red Ale - Irish;Franciscan Well Micro Brewery;Franciscan Well Micro Brewery Rebel Red;Notes:A malt driven Irish style red ale balance by the hop varieties Fuggles and East Kent Golding.\t;4.3;20;30;16;45;7;45;71;29;2;30;56;5;98
Irish Red Ale;Red Ale - Irish;Garrison Brewing Company;Garrison Brewing Company Irish Red Ale;Notes:This classic beer style was inspired by centuries of Celtic brewing history. Specialty kilned malts such as dark caramel and munich dominate the Irish Red resulting in a ruby red colour and smooth malty taste.20 IBU\t;5;20;30;19;55;10;36;67;19;0;26;53;6;103
Seamus' Irish Red Ale;Red Ale - Irish;Sly Fox Brewing Company;Sly Fox Brewing Company Seamus' Irish Red Ale;Notes:;5.6;20;30;23;43;5;41;66;24;1;27;66;22;102
Johnny Blood Red;Red Ale - Irish;Titletown Brewing Company;"Titletown Brewing Company Johnny ""Blood"" McNally Red Ale";Notes:;6;20;30;10;34;7;49;62;25;1;24;79;7;123
Robert The Bruce;Scottish Ale;Three Floyds Brewing Co. & Brewpub;Three Floyds Brewing Co. & Brewpub Robert The Bruce Scottish Ale;Notes:A full-bodied Scottish-style Ale with a well-rounded malty profile and roasted biscuit-like notes.24 IBU\t;6.5;9;25;9;58;20;31;86;8;0;18;28;14;135
Scottish Ale;Scottish Ale;Belhaven Brewery Company Ltd.;Belhaven Brewery Company Ltd. Belhaven Scottish Ale;Notes:Our signature Scottish Ale is the beer we've brewed the longest and is our best-selling bottle world-wide. We brew it from 100% Scottish Optic and Crystal barley malts for a nutty, biscuit character, balanced with a subtle spiciness from Challenger and Goldings hops for an all-around satisfying beer. George Howell - Master Brewer, Belhaven\t;5.2;9;25;7;41;13;26;43;9;0;7;26;19;110
90 Shilling;Scottish Ale;Odell Brewing Company;Odell Brewing Company Oak Aged 90 Shilling;Notes:We introduced 90 Shilling, our flagship beer, at our opening party in 1989. For a while, we'd been wondering what would happen if we lightened up the traditional Scottish ale? The result is an irresistibly smooth and delicious medium-bodied amber ale.\t;5.3;9;25;21;48;13;32;52;13;0;19;46;11;94
Original Oak Aged Beer;Scottish Ale;Innis & Gunn;Innis & Gunn Innis And Gunn Oak Aged Beer;Notes:This is our firstborn brew, whose accidental discovery started our story in 2003. Its originality also lies in its singular taste – notes of biscuity malt and vanilla swirling within a creamy, mellow character. A pioneering beer, its flavour finds favour with brewing juries, blind tasting panels and barflies alike.\t;6.6;9;25;2;24;27;11;26;4;0;7;14;17;47
Winter Ale;Scottish Ale;Brooklyn Brewery;Brooklyn Brewery Brooklyn Winter Ale;Notes:Brooklyn completely changed the recipe in 2006. Its now a Scottish-style ale. Brewmaster Garrett Oliver explained to us that: There are no spices at all. Good British floor malts and hops along with our yeast strain account for all the flavors. It has a Scottish-style cooler fermentation, which pushes malt to the forefront rather than fruitiness. It was brewed with Scottish Floor-malted Maris Otter, English crystal malts, Belgian Aromatic malt, American roasted malts, American oats and hopped with Willamette.\t;6.1;9;25;15;43;24;33;88;26;0;25;35;14;109
Kilt Lifter Scottish Style Ale;Scottish Ale;Four Peaks Brewing Company;Four Peaks Brewing Company Kilt Lifter Scottish Style Ale;Notes:Kilt Lifter is our award-winning flagship brew, crafted in the tradition and honor of the great strong ales of Scotland. Take one sip and you’ll swear it had been brewed by men in kilts—and maybe it was. It’s a full-bodied ale with pronounced flavors of caramel and roasted barley. Notice its amber color, malty sweetness and a hint of smokiness with a clean dry finish? That’s a true Scottish-style ale.\t;6;9;25;10;27;13;20;57;3;0;15;18;10;69
Railbender Ale;Scottish Ale;Erie Brewing Co.;Erie Brewing Co. Railbender Ale;Notes:Erie Brewing Company flagship beer features a deep malt flavor, caramel sweetness lingering in a soft hop flavor. Dark Amber.\t;6.8;9;25;5;40;19;24;94;13;2;26;22;6;103
Hibernator;Scottish Ale;Long Trail Brewing Co.;Long Trail Brewing Co. Hibernator;Notes:A Vermont classic returns in 2017! Built to take the bite from a cold winter night, Hibernator features a rich malt base highlighted by warming notes of caramel and toffee. Don't sleep on this rich, robust winter brew. Last year we awoke the bears with a limited run of cans offered at our brewery in Bridgewater Corners. In 2017, we're culminating a year of throwing it back to our roots, by sending Hibernator out for a full run of distribution in 6pks and 12pks of 12 ounce bottles and on draught. Keep your eyes out for it as the weather cools down!32 IBU\t;6;9;25;7;42;20;23;61;17;0;21;31;13;131
Wee Mac;Scottish Ale;Sun King Brewing Company;Sun King Brewing Company Wee Mac Brown;Notes:Wee Mac Scottish-style Ale is an enticing and malty brown ale with caramel, cocoa, and hazelnut character balanced with toffee undertones.23 IBU\t;5.3;9;25;7;28;4;10;42;8;0;10;16;7;72
Dark Island;Scottish Ale;Orkney Brewery;Orkney Brewery Dark Island;Notes:;4.6;9;25;14;62;5;29;66;31;0;34;18;7;72
Piper Down;Scottish Ale;Ballast Point Brewing Company;Ballast Point Brewing Company Pepper Piper Down (Habanero);Notes:;5.8;9;25;9;37;6;28;68;8;0;11;30;8;90
St. Andrew's Ale;Scottish Ale;Belhaven Brewery Company Ltd.;Belhaven Brewery Company Ltd. St. Andrew's Ale;Notes:;4.6;9;25;12;40;10;21;47;29;0;29;43;12;64
Jolly Scot Scottish Ale;Scottish Ale;Appalachian Brewing Company;Appalachian Brewing Company Jolly Scot Scottish Ale;Notes:;5.2;9;25;14;52;13;37;68;14;2;14;37;17;113
Laughing Lab Scottish-Style Ale;Scottish Ale;Bristol Brewing Company;Bristol Brewing Company Laughing Lab Scottish-Style Ale;Notes:Laughing Lab is our most popular brew among beer drinkers and beer judges alike, with nine medals to its name since 1994 at the Great American Beer Festival alone. The Lab has a complex maltiness that comes from a careful blend of specialty malts. Its nutty, roasted flavor is mildly sweet, but not too rich. Smooth and luscious!\t;5.3;9;25;15;49;20;27;103;28;0;25;29;11;137
Red MacGregor;Scottish Ale;Orkney Brewery;Orkney Brewery The Red MacGregor;Notes:Red MacGregor is a mighty beer indeed, it has a wonderfully complex aroma of fruity hop zest and spiciness with rich malts. Initial toasted and caramel malt, then mouth-watering citrus hop fruits, giving way to a clean dry refreshing robust hop bitterness.One of the first beers in the UK that expressively used the citrusy American hop Cascade and as a result became a forerunner to Britain’s new wave of craft beers and was also the first Scottish beer to win the BIIA World Cask Beer Gold Medal.\t;4;9;25;21;58;12;74;72;47;0;56;113;22;119
Twisted Kilt Scotch Ale;Scottish Ale;Thirsty Dog Brewing Company;Thirsty Dog Brewing Company Twisted Kilt Scotch Ale;Notes:;4.8;9;25;19;55;18;23;85;37;1;32;31;11;122
Burning Skye Scottish Style Ale;Scottish Ale;Empyrean Brewing Company;Empyrean Brewing Company Burning Skye Scottish Ale;Notes:Brewed in the tradition of Scotland's malty-sweet beers. Sweet and smooth with a wee hint of smoked character. Brewed with American, English & German grown barley and American hops.13 IBU\t;5.3;9;25;18;41;26;26;68;17;2;19;21;34;105
Blackfriar;Scottish Ale;Inveralmond Brewery Ltd., The;Inveralmond Brewery Ltd., The Blackfriar;Notes:;7;9;25;22;55;31;44;92;39;0;52;50;12;115
Stone's Throw Scottish Ale;Scottish Ale;Fargo Brewing Company;Fargo Brewing Company Stone's Throw Scottish Ale;Notes:Stone’s Throw is dark, complex, and smooth. It is very approachable for those new to craft beer, satisfy serious veterans. The aroma hints of toasted breadcrumbs, caramel, and dried fruits. The flavor is dominated by caramel toffee, toasty malt, hints of cocoa, honey sweetness.19 IBU\t;4.5;9;25;7;48;7;33;73;18;0;18;44;12;128
Dark Island Reserve;Scottish Ale;Orkney Brewery;Orkney Brewery Dark Island Reserve;Notes:;10;9;25;16;94;82;35;96;31;1;50;15;50;105
Caledonian 80/-;Scottish Ale;The Caledonian Brewing Company;The Caledonian Brewing Company Caledonian 80/-;Notes:;4.1;9;25;9;45;15;41;70;19;0;18;44;21;112
MacPelican's Scottish Style Ale;Scottish Ale;Pelican Pub & Brewery;Pelican Pub & Brewery MacPelican's Scottish Style Ale;Notes:13 degrees PlatoAlcohol: 5.0% by volumeBitterness: 17 IBUColor: Copper\t;5;9;25;11;40;10;27;88;13;0;18;38;14;101
Lia Fail;Scottish Ale;Inveralmond Brewery Ltd., The;Inveralmond Brewery Ltd., The Lia Fail;Notes:;4.7;9;25;11;85;15;63;92;23;0;30;69;19;148
Scottish Ale;Scottish Ale;Gritty McDuff's Brewing Company;Gritty McDuff's Brewing Company Gritty McDuff's Scottish Ale;Notes:It takes a brave beer to stand up to a Maine winter. Gritty McDuff 's Scottish Ale is returns every January to help you weather the season. Scottish Style Ale is our interpretation of the robust brews native to Scotland. Generous quantities of Pale malt along with Munich and Caramalts give this ale a deep and complex profile. Scottish Style Ale is just a shade darker than our Bitter, with a rich, slightly sweet first impression on the palate that rounds out to a satisfying maltiness and a medium-dry hop finish. At 6.3% ABV it's hearty but not overwhelming. Sure to please the Braveheart in all of us.25 IBU\t;6.3;9;25;23;63;21;46;71;20;0;15;52;14;116
Black Douglas Ale;Scottish Ale;Broughton Ales Ltd;Broughton Ales Ltd Black Douglas Ale;Notes:;5.2;9;25;12;67;19;42;98;28;0;36;42;12;120
Olde Ore Dock Scottish Ale;Scottish Ale;Keweenaw Brewing Company;Keweenaw Brewing Company Olde Ore Dock Scottish Ale;Notes:;5;9;25;22;45;21;20;85;27;1;24;33;14;86
Piper Down - Bourbon Barrel-Aged;Scottish Ale;Ballast Point Brewing Company;Ballast Point Brewing Company Piper Down Scottish Ale (Bourbon Barrel Aged);Notes:;5.9;9;25;4;34;81;11;65;12;0;19;7;28;137
80/- (Eighty Shilling);Scottish Ale;Williams Brothers Brewing Company;Williams Brothers Brewing Company 80/- (Eighty Shilling);Notes:;4.2;9;25;16;84;6;32;86;20;1;26;39;13;139
Scottish Ale;Scottish Ale;Fearless Brewing Company;Fearless Brewing Company Scottish Ale;Notes:;5.3;9;25;13;46;11;29;57;15;0;15;41;7;103
Hog's Head Brew (Harry Potter);Scottish Ale;Florida Beer Company;Florida Beer Company Hog's Head Brew (Harry Potter);Notes:;5.5;9;25;7;16;2;12;8;4;0;1;12;3;21
Java Mac;Scottish Ale;Sun King Brewing Company;Sun King Brewing Company Java Mac;Notes:Java Mac is the coffee infused version of our Wee Mac Scottish-Style Ale. Locally roasted coffee from Bee Roasters harmonizes with the base beer's hazelnut character and toffee undertones to create a vibrant symphony of rich coffee flavor.Java Mac was the winner of the Gold Medal in the Coffee Beer category at the 2011 Great American Beer Festival.\t;5.4;9;25;4;17;1;56;12;1;0;1;8;0;76
Bold Coast Pemaquid Ale;Scottish Ale;Sheepscot Valley Brewing Company;Sheepscot Valley Brewing Company Pemaquid Ale;Notes:A full-bodied Scottish Ale with a hoppy finish.\t;4.05;9;25;8;47;5;16;52;24;0;13;25;26;80
Beltaine Scottish Ale;Scottish Ale;Shoreline Brewery And Restaurant;Shoreline Brewery And Restaurant Beltaine Scottish Ale;Notes:;4.7;9;25;9;32;16;19;41;13;0;18;14;6;62
Skye Black;Scottish Ale;Isle Of Skye Brewery;Isle Of Skye Brewery Black Cuillin;Notes:Brewed with oats and heather honey.\t;4.5;9;25;14;71;13;51;76;17;0;32;34;18;108
Fore Smoked Stout;Smoked Beer;Dark Horse Brewing Company;Dark Horse Brewing Company Dark Horse Fore Smoked Stout;Notes:Number four in our stout series, this beer is brewed with all malted barley and hardwood smoked malt. Aromas of smoked chocolate and coffee leave way to a full-bodied stout with a smokey finish. Fore is a house favorite among our brewers.22 IBU\t;7;20;30;7;69;8;52;46;4;1;2;9;79;120
Sue;Smoked Beer;Yazoo Brewing Company;Yazoo Brewing Company Sue;Notes:The south is famous for smoking everything. Why not beer? Sue is a big, rich, smoky malt bomb of a beer, with mellow smokiness coming from barley malts smoked with cherry wood, and assertive bitterness from Galena and Perle hops to cleanse the finish.Original tap version was 7.5% ABV, bottled version is up to 9%.\t;9;20;30;14;74;14;60;48;11;1;29;52;117;108
Smoking Wood - Bourbon Barrel-Aged;Smoked Beer;The Bruery;The Bruery Smoking Wood Rye Barrel Aged;Notes:2014 Vintage is 14% ABV\t;13;20;30;8;101;85;32;76;4;1;10;6;99;131
Ashtray Heart;Smoked Beer;Evil Twin Brewing;Evil Twin Brewing Evil Twin Ashtray Heart;Notes:Brewed at De Molen, the Netherlands..\t;8.9;20;30;8;64;11;43;39;9;0;9;13;81;70
Norwegian Wood;Smoked Beer;HaandBryggeriet;HaandBryggeriet Norwegian Wood;Notes:Brewed with smoked malt, munich malt, crystal and chocolate malt, and spiced with juniper twigs and berries.\t;6.5;20;30;17;42;6;27;47;21;0;28;34;104;62
Sunturnbrew;Smoked Beer;Nøgne Ø - Det Kompromissløse Bryggeri A/S;Nøgne Ø - Det Kompromissløse Bryggeri A/S Sunturnbrew;Notes:Brewed at the solstice each year since 2008.This smoked barely wine is brewed with 30% smoked malt and 20% rye.26° Plato, 50 IBU,\t;11;20;30;14;48;30;34;107;14;7;35;31;97;86
Charkoota Rye;Smoked Beer;New Holland Brewing Company;New Holland Brewing Company Charkoota Rye;Notes:Charkoota Rye - Smoked Doppelbock LagerCharkoota Rye is a Smoked Rye Dopplebock. Charkoota Rye's malty backbone is derived from a blend of rye and four other malts, including malted barley smoked over cherry wood by our very own brewers, John and Jeff.Its smoke-forward body is balanced with tones of deep mollasses and caramel, with a crisp, clean lager finish. 19° Plato, Alc. 7.75% by Vol.\t;7.79;20;30;29;64;29;38;98;32;1;32;21;139;145
Holger Danske (with Kissmeyer);Smoked Beer;Hill Farmstead Brewery;Hill Farmstead Brewery Holger Danske;Notes:Smoked Brown Ale\t;7.5;20;30;21;97;15;48;61;7;0;1;33;111;108
Hemel & Aarde;Smoked Beer;Brouwerij De Molen;Brouwerij De Molen Hemel & Aarde;Notes:Hemel & Aarde is brewed with the most heavily peated malts we could find. Not for the fainthearted. This powerful brew overwhelms you with smoke, chocolate and coffee. Flavour indication: smoke, chocolate, coffee Translates as Heaven & Earth\t;10;20;30;8;93;33;44;57;4;3;13;24;62;99
Bar Fly;Smoked Beer;Midnight Sun Brewing Co.;Midnight Sun Brewing Co. Bar Fly;Notes:Smoked Imperial Stout brewed with smoked malt, molasses, brown sugar and aged in Bourbon barrels.Somber and smoky, BARFLY saunters into the room slowly. Thick smoke. Cool swagger. Good wood. Too much brass. Sticky leather. Slow glances. Lingering looks. The only thing that didn’t make the glass was maraschino cherry. Bring your own and wear out your welcome.Malt: Smoked maltOther: Molasses and brown sugarIBU: 45\t;11.6;20;30;7;111;64;46;96;11;1;26;12;82;131
Hank On Rye;Smoked Beer;Three Floyds Brewing Co. & Brewpub;Three Floyds Brewing Co. & Brewpub Ham On Rye;Notes:This beer, created in honor of Henry Chinaski, was a collaboration between Three Floyds and Jonathan Cutler of Piece Brewery. Its delicate, spicy, smoked character is derived from a portion of smoked and rye malts. Formerly known as Ham On Rye.\t;6;20;30;11;48;10;29;52;13;6;13;35;125;103
Grodziskie;Smoked Beer;Professor Fritz Briem;Professor Fritz Briem Professor Fritz Briem Grodziskie;"Notes:Grodziskie or Grätzer is a Sour Smoked Wheat Ale that was brewed in the 1900s in East Prussia and dates back to as early as the 15th century. It was named after the Polish town of Grodzisk Wielkopolski or Grätz in German.Our historic version is brewed according to the German Purity Law with air-dried barley & beech smoked wheat malt and hopped with Perle & Saaz.A sour mash is created using the old and forgotten technique called ""Digerieren."" Finally, a three month aging & maturation process creates a complex sour, smoky & heavily hoppy wheat ale.\t";4;20;30;28;53;11;14;47;102;5;47;21;82;84
Bloed, Zweet & Tranen;Smoked Beer;Brouwerij De Molen;Brouwerij De Molen Bloed, Zweet & Tranen;Notes:Smoked Stout. A combination of English peat smoked malts and another smoked malt from Bamberg, Germany.\t;8.4;20;30;14;87;25;39;76;12;5;16;38;113;112
LA-31 Boucanèe;Smoked Beer;Bayou Teche Brewery;Bayou Teche Brewery LA-31 Boucanèe;Notes:LA-31 Boucanèe is our acknowledgment of the importance of the wild cherry tree to south Louisiana. Using cherry-wood smoked wheat we craft a surprisingly delicious and unique ale.\t;4.5;20;30;14;25;8;8;45;29;0;27;10;70;46
Rook & Vuur;Smoked Beer;Brouwerij De Molen;Brouwerij De Molen Rook & Vuur;Notes:Premiant hop & Saaz as late hop.\t;8.2;20;30;10;66;27;36;44;10;2;6;22;140;81
Charbonniere;Smoked Beer;Brasserie Dieu Du Ciel;Brasserie Dieu Du Ciel Charbonniere;Notes:Inspired by the German Rauchbier – smoked beers from the Bamberg region – Charbonnière is a dark amber beer with a distinctly smokey aroma, obtained by the use of wood-smoked malt during the brewing process. It is sustained by a slightly sweet malt backbone, permitting the smoked malt to express itself freely with every sip.\t;5.4;20;30;14;37;8;20;42;10;2;9;12;123;72
White Birch Tavern Ale;Smoked Beer;White Birch Brewing;White Birch Brewing White Birch Tavern Ale;Notes:Butter’s Tavern was a fixture of Concord, NH in the eighteenth century. Inspired by their loggerhead ale, we’ve created a Smoked Imperial Brown Ale. Hearty malts, with a nuanced smokiness and smooth finish create our interpretation of this historic ale. We hope you enjoy this slice of New Hampshire history.\t;8;20;30;12;94;16;35;62;11;0;13;20;87;107
Simple Malt Double Porter;Smoked Beer;Brasseurs Illimités;Brasseurs Illimités Simple Malt Double Porter;Notes:;6.4;20;30;9;68;12;21;50;8;1;13;7;81;102
Adelscott;Smoked Beer;Brasserie Fischer / Fischer Biere d' Alsace;Brasserie Fischer / Fischer Biere d' Alsace Adelscott;Notes:;6.4;20;30;12;51;36;24;108;14;0;14;26;48;84
Rökporter;Smoked Beer;the Nils Oscar Company;the Nils Oscar Company Nils Oscar Rökporter;Notes:Hopped with Fuggles and Amarillo. 14.8° Plato.\t;5.9;20;30;14;110;13;63;64;15;0;14;35;90;119
Rex Attitude;Smoked Beer;Yeastie Boys;Yeastie Boys Rex Attitude;Notes:;7;20;30;13;38;39;17;21;11;5;13;16;91;40
Hogwash!;Smoked Beer;Fullsteam Brewery;Fullsteam Brewery Hogwash!;Notes:Hickory Smoked Brown Porter brewed to be paired with North Carolina Barbecue.\t;6.5;20;30;4;32;5;11;20;2;1;2;5;99;45
Bravoure;Smoked Beer;Brouwerij De Dochter van de Korenaar;Brouwerij De Dochter van de Korenaar Bravoure;Notes:;6.5;20;30;24;48;11;27;61;54;2;50;37;84;60
Hogwash;Smoked Beer;Jackie O's Pub & Brewery;Jackie O's Pub & Brewery Hogwash;Notes:The Jackie O's take on a breakfast beer, Hogwash was designed to taste like breakfast sausage. German smoked malt, local maple syrup, and lavender was used to evoke the thought of breakfast sausage.\t;4.5;20;30;4;16;6;2;25;4;1;4;43;32;25
Backyard Ale;Smoked Beer;Flying Dog Brewery;Flying Dog Brewery Backyard Ale;Notes:;7.5;20;30;10;28;6;13;34;11;0;9;12;46;43
Black Cabin Smoked Ale;Smoked Beer;Crown Valley Brewing & Distilling Co.;Crown Valley Brewing & Distilling Co. Black Cabin Smoked Ale;Notes:The flavorful, smoky undertones of our smoked ale are enhanced by the chocolate, black and smoked malt.25 IBU\t;5.6;20;30;10;24;14;13;28;4;0;2;17;88;57
Wild Fire Wheat;Smoked Beer;Bootlegger's Brewery;Bootlegger's Brewery Wild Fire Wheat;Notes:;5;20;30;4;16;4;7;14;25;0;31;7;63;45
Smoaktoberfest;Smoked Beer;Live Oak Brewing Company;Live Oak Brewing Company Live Oak Oaktoberfest;Notes:;5.8;20;30;1;1;0;3;3;0;0;0;3;2;3
Chocolate Stout;Stout - American;Rogue Ales;Rogue Ales Chocolate Stout;"Notes:12 Ingredients:Great Western 2-Row, Crystal 135- 165, Chocolate & Rogue Micro Barley Farm DareTM & RiskTM Malts; Rogue Micro Hopyard Revolution & Rebel Hops, Rolled Oats, Roasted Barley, Natural Chocolate Flavoring, Free Range Coastal Waters & Pacman Yeast.15º PLATO69 IBU77 AA135º Lovibond\t";5.8;35;60;6;130;8;81;109;6;0;9;53;11;143
Obsidian Stout;Stout - American;Deschutes Brewery;Deschutes Brewery Obsidian Stout;Notes:Deep, robust and richly rewarding, this is beer to linger over. Obsidian has distinct notes of espresso, chocolate, roasted malt and black barley, with just enough hop bite to cut the sweetness.IBUs: 55220 calories per 12 oz serving\t;6.4;35;60;9;72;23;95;72;12;0;13;67;6;132
Stout;Stout - American;Sierra Nevada Brewing Co.;Sierra Nevada Brewing Co. Sierra Nevada Stout;Notes:Sierra Nevada Stout s a full-bodied American version of the traditional black ale. It is perfectly balanced with big roasted malt flavors and earthy, whole-cone hops.In 1980, when we were building our fledging brewery, we needed a beer with bold flavors to test the new, hand-built brewhouse. That first brew was a stout rich with roasted malts and earthy, whole-cone American hops. We liked that original stout so much that we've kept it as we've grown. Decades later it still reminds us of that early pioneering spirit.\t;5.8;35;60;8;88;9;75;37;9;0;4;62;5;108
Chicory Stout;Stout - American;Dogfish Head Brewery;Dogfish Head Brewery Chicory Stout;Notes:Chicory was one of the first beers we started brewing at our pub back when it opened in 1995. It's a dark beer made with a bunch of roasted chicory, organic Mexican coffee, St. John's Wort and licorice root. We use whole-leaf Cascade and Fuggle hops, as well as pale, roasted and oatmeal grains.21 IBU\t;5.2;35;60;13;73;14;84;50;10;0;11;37;21;104
Mean Old Tom;Stout - American;Maine Beer Company;Maine Beer Company Mean Old Tom;Notes:Our American-style stout aged on organic vanilla beans. Intense notes of coffee and dark chocolate lead way to subtle notes of natural vanilla. Flaked oats generate a silky mouthfeel.\t;6.5;35;60;9;91;10;49;55;6;0;6;24;39;85
Tres Blueberry Stout;Stout - American;Dark Horse Brewing Company;Dark Horse Brewing Company Dark Horse Tres Blueberry Stout;Notes:A full bodied stout made with all malted barley and blueberry. Flavors of chocolate, roast malt and light blueberry make up the palate with lots of fruity blueberry aroma.\t;7.5;35;60;9;69;5;47;138;11;0;90;25;11;92
Aphrodisiaque;Stout - American;Brasserie Dieu Du Ciel;Brasserie Dieu Du Ciel Aphrodisiaque;Notes:Also known as Aphrodite.Black ale with aromas and flavours of vanilla, dark chocolate, bourbon and roasted malt. The vanilla and cocoa marry nicely, without out-competing each other, to produce a surprisingly well balanced beer. This beer is mildly hoppy, but the cocoa introduces a touch of bitterness. Its colour may be intimidating, but it is a very smooth beer within reach of most beer drinkers. This highly appreciated dessert beer is brewed with organic fair-trade cocoa and first rate vanilla beans.\t;6.5;35;60;7;112;20;62;63;7;2;13;32;49;108
Out Of Bounds Stout;Stout - American;Avery Brewing Company;Avery Brewing Company Out Of Bounds Stout;Notes:;6.3;35;60;10;77;10;91;50;7;0;9;65;11;111
Black Mocha Stout;Stout - American;Highland Brewing;Highland Brewing Highland Black Mocha Stout;Notes:Highland’s most robust beer, having a very malty body with a large, roasted chocolate flavor, all achieved solely through the use of special roasted barley grains. It is black in color with a very clean finish and moderate hop flavor. While the porter style was developing, some brewers produced a stout porter and over time generated a new style known simply as stout. These beers traditionally contain a distinct roasted malt flavor and can run the gamut from a dry stout, such as Guinness to a sweet stout such as Watney’s Cream Stout. Our Black Mocha falls in the sweet stout range and derives its chocolate and coffee tones from the use of appropriate roasted malt grains and is very often used as an after dinner libation or an accompaniment to dessert.\t;5;35;60;18;79;5;66;59;2;0;2;18;5;139
Fuel Cafe (Coffee Flavored Stout);Stout - American;Lakefront Brewery, Inc.;Lakefront Brewery, Inc. Fuel Cafe (Coffee Flavored Stout);Notes:This unique stout combines the flavor of roasted malts and Milwaukee's renowned Fuel Cafe coffee. Pours a deep, dark color with a beautiful creamy tan head. Coffee aromas dominate the nose, with a background of roasted grain. The fine balance of mild hops, the gentle acidity of choice coffee and the full mouth feel from roasted malt barley make this an unforgettable brew.\t;6.4;35;60;23;91;11;98;33;7;0;1;19;10;147
Coffee Stout;Stout - American;New Glarus Brewing Company;New Glarus Brewing Company Coffee Stout;Notes:;5.75;35;60;15;83;11;95;47;14;0;10;23;7;139
Brewhouse Coffee Stout;Stout - American;Central Waters Brewing Company;Central Waters Brewing Company Brewhouse Coffee Stout;Notes:A coffee lover's delight! A wonderful stout infused with coffee that is specially roasted for us by Emy J's in Stevens Point, WI.\t;7.4;35;60;14;111;14;121;72;6;0;10;32;13;192
Chocolate Stout;Stout - American;Harpoon Brewery;Harpoon Brewery Harpoon Chocolate Stout;Notes:Harpoon Chocolate Stout is brewed with an abundance of chocolate malt and a touch of chocolate.40 IBU\t;5.9;35;60;14;158;8;49;126;1;0;3;21;6;154
Cocoa Loco;Stout - American;Arcadia Brewing Company;Arcadia Brewing Company Arcadia Cocoa Loco;Notes:This triple chocolate stout is a unique interpretation of the style, combining three different chocolate malts, cacao nibs and 63 percent semi-sweet chocolate, creating a sinfully delicious brew. The addition of blackstrap molasses produces an earthy, caramelized tone in an already complex flavor profile. It's creamy, milkshake-like mouthfeel earns this beer the reputation of being dessert in glass.\t;7;35;60;5;154;27;71;111;23;0;33;26;14;169
Bison Organic Chocolate Stout;Stout - American;Bison Brewing;Bison Brewing Bison Organic Chocolate Stout;Notes:;5;35;60;9;91;12;53;60;9;0;10;18;4;105
Rise Up Coffee Stout;Stout - American;Evolution Craft Brewing Company;Evolution Craft Brewing Company Rise Up Stout;Notes:A caribbean style stout, infused with coffee. Ours is rich and dark with a toasted brown head, well balanced, roasty and full flavored. Cold steeping ...Read Morewith organic coffee from local shop Rise Up Coffee imparts a generous but balanced coffee nose and flavor\t;6.7;35;60;13;72;9;114;32;4;0;1;28;8;146
Captain Stout;Stout - American;Alpine Beer Company;Alpine Beer Company Captain Stout;Notes:The Captain is leader of a fire crew. This beer takes charge of your taste buds with its rich flavor. Roasty malt character that has hints of chocolate and coffee which balances the smooth, velvety finish. The thick, creamy head lasts and lasts, leaving lace in your glass as your beer disappears. This beer pairs well with food. Great with dinner or as breakfast or even with a rich vanilla-bean ice cream. 1.060 OG 31 IBU\t;6;35;60;20;79;6;62;59;9;0;9;31;9;114
Luna Coffee Stout;Stout - American;Hinterland Brewery Restaurant;Hinterland Brewery Restaurant Luna Coffee Stout;Notes:;5.6;35;60;5;65;4;84;17;3;0;0;20;2;93
Blue Bridge Coffee Stout;Stout - American;Coronado Brewing Company;Coronado Brewing Company Blue Bridge Coffee Stout;Notes:;5.4;35;60;14;71;7;91;28;6;0;5;15;3;126
Valdez;Stout - American;Pisgah Brewing Co.;Pisgah Brewing Co. Pisgah Valdez;Notes:This robust Coffee Stout is a mouthful of flavor! A dark, roasty grain bill stands as the backdrop for a galaxy of coffee aroma and flavor, made possible by local organic bean roasters Dynamite Roastery. A Pisgah fan favorite, Valdez is brewed bi-annually and never lasts as long as the flavor.\t;6.2;35;60;18;86;12;130;57;11;1;3;27;10;173
