Nombre;Estilo;Cervecería;Nombre completo;Descripción;ABV;Min IBU;Max IBU;Astringencia;Cuerpo (Body);Alcohol;Amargo (Bitter);Dulce (Sweet);Agrio (Sour);Salado (Salty);Frutas (Fruits);Lupulado (Hoppy);Especias (Spices);Malta (Malty)
Honker's Ale;Bitter - English;Goose Island Beer Co.;Goose Island Beer Co. Honker's Ale;Notes:Golden sunset color, fruity hop aroma, biscuity malt flavor, soft body.\t;4.3;20;35;14;35;3;53;66;28;1;32;58;1;79
Fuller's London Pride;Bitter - English;Fuller Smith & Turner PLC;Fuller Smith & Turner PLC Fuller's London Pride;Notes:Not just the iconic ale of the capital, London Pride is an all-British affair that unites a nation of beer drinkers. It’s brewed with entirely home-grown hop varieties - Target for bittering and Northdown, Challenger and Goldings for aroma - but the soul of the beer is unquestionably in the malt. Crystal malts combine with spring-harvested Pale Ale varieties Concerto and Propino, to give Pride its inimitable depth and balance.This tawny-coloured premium ale borrows sweet raisin, biscuit and dried-fruit notes from the Crystal malt, while fresh, piney herbs emanate from the hops. Rich, smooth and elegant on the palate, it draws to a clean, satisfying finish with beautifully balanced bitterness.4.1% ABV on cask, 4.7% ABV for bottles, cans and kegs.\t;4.7;20;35;21;49;9;58;67;32;0;33;101;6;108
Bluebird Bitter;Bitter - English;Coniston Brewing Co. Ltd;Coniston Brewing Co. Ltd Bluebird Bitter;Notes:Bluebird is a fine session ale with a light golden colour. The intense resinous and spicy hop character which is the beer's hallmark is derived from the use of unusual quantities of English Challenger hops, each bale being individually and personally selected by the brewer. The malt is, of course, Maris Otter fermented slightly warm to give a soft fruitiness with a faint hint of scented geranium.\t;4.2;20;35;29;43;15;62;52;47;2;38;101;23;81
Spitfire Premium Kentish Ale;Bitter - English;Shepherd Neame Ltd;Shepherd Neame Ltd Spitfire (Premium Ale Export);Notes:This 4.2% Kentish ale (bottle 4.5%) was first brewed in 1990 to celebrate the Battle of Britain which was fought in the skies above Kent 50 years earlier. The beer is named after the legendary Spitfire aeroplane designed by RJ Mitchell. The versatility of the aircraft and the courage of its pilots were essential to victory and were a key symbol of the spirit of that time.\t;4.5;20;35;16;22;6;51;29;16;1;15;76;6;61
Younger's Special Bitter;Bitter - English;Rogue Ales;Rogue Ales Younger's Special Bitter;Notes:;4.8;20;35;20;69;14;74;44;24;0;20;84;13;89
The Naughty Nurse;Bitter - English;City Steam Brewery Café;City Steam Brewery Café City Steam Naughty Nurse Pale Ale;"Notes:The Naughty Nurse has become quite the popular lady in the Nutmeg State. With her classy and sensual elegance, combined with just the right amount of...ahem...bite, she has made many a friend both inside and outside of our brewpub. Don't let that ""come hither"" look fool you, though - she is all business when it comes to performance. In fact, she is our best seller! If the Nurse needs a match, it can be a nice beefy burger, or almost anything else on a pub style menu. And with her moderate alcohol content, she can stand alone and make your next Session last a long, long time! This fine ale is brewed for a spicy, slightly bittersweet finish using traditional English malt, hops, yeast and manners. Available short or tall, of course!\t";5;20;35;11;38;10;65;55;7;0;4;75;9;89
Ruddles County;Bitter - English;Greene King / Morland Brewery;Greene King / Morland Brewery Ruddles County;Notes:;4.7;20;35;15;60;9;65;49;20;0;24;93;14;97
Foster's Special Bitter;Bitter - English;Foster's Group Limited;Foster's Group Limited Foster's Special Bitter;Notes:;5;20;35;20;39;8;37;31;30;1;19;43;2;56
Uncle Teddy's Bitter;Bitter - English;Victory Brewing Company;Victory Brewing Company Uncle Teddy's Bitter;Notes:;4;20;35;12;83;5;58;44;24;1;25;85;32;88
Doom Bar;Bitter - English;Sharp's Brewery;Sharp's Brewery Doom Bar Bitter;Notes:Doom Bar is inspired by its namesake, the treacherous sandbank at the mouth of the Camel Estuary near Sharps' home at Rock. Accomplished and precise, Doom Bar is the epitomy of consistency, balance and moreish appeal and is now the UK's no.1 selling cask beer.An enticing aroma of resinous hop, sweet malt and delicate roasted notes. The mouth feel is a balanced, complex blend of succulent dried fruit, lightly roasted malt and a subtle yet assertive bitterness. The finish is dry and refreshing.ABV: 4.0% (cask), 4.3% (bottle)\t;4.3;20;35;8;50;2;45;36;10;1;8;49;23;64
Long Haul Session Ale;Bitter - English;Two Brothers Brewing Company;Two Brothers Brewing Company Long Haul Session Ale;"Notes:""Ale aged a minimum of 4 weeks in French Oak Foudres.""\t";4.2;20;35;17;40;6;54;48;35;0;23;65;17;88
Best Bitter;Bitter - English;Gritty McDuff's Brewing Company;Gritty McDuff's Brewing Company Gritty McDuff's Best Bitter;Notes:Best Bitter was the first beer we ever brewed, way back in 1988 at our Portland Brew Pub. This true English classic has been the anchor of our draft selection ever since.Best Bitter is a copper-hued and well-balanced ale with real old world integrity. We use fine Yakima Golding hop flowers in the brewing of this beer for a fine dry finish that compliments the malty palate. The taste captures the freshness of a hand-drawn ale that goes right from the conditioning tank to your glass!25 IBU\t;5;20;35;18;61;4;77;55;26;0;22;101;13;89
Old Golden Hen;Bitter - English;Greene King / Morland Brewery;Greene King / Morland Brewery Old Golden Hen;Notes:;4.1;20;35;14;41;6;67;48;44;3;72;85;11;69
Hopback Summer Lightning;Bitter - English;Hop Back Brewery plc;Hop Back Brewery plc Hopback Summer Lightning;Notes:;5;20;35;37;35;3;66;18;26;0;18;85;9;36
Belhaven Best;Bitter - English;Belhaven Brewery Company Ltd.;Belhaven Brewery Company Ltd. Belhaven Best;Notes:The pint of pints. Belhaven Best is the main man of draught ales. Best colour, best flavour, best balance - the pint for all occasions. We Scots are often not known for blowing our own trumpets, modest souls that we are, but we've named this Best for a reason. We're sure you'll agree.\t;3.5;20;35;7;73;14;33;63;17;2;18;49;4;99
Adnams Southwold Bitter;Bitter - English;Adnams plc, Sole Bay Brewery;Adnams plc, Sole Bay Brewery Adnams Southwold Bitter;Notes:;4.1;20;35;18;49;15;94;97;49;2;55;127;9;85
Geary's Winter Ale;Bitter - English;D.L. Geary Brewing Company;D.L. Geary Brewing Company Geary's Winter Ale;Notes:Geary’s new Winter Ale is a well balanced and more aggressive bitter, both in alcohol and hop character, without being overpowering. It is dark gold and coppery in color with moderate carbonation. Malt flavors are toasty and fruity, resulting in a tasty blend with firm body balanced by English hops.\t;6;20;35;9;59;20;37;60;13;0;18;45;19;80
Brakspear Bitter;Bitter - English;W.H. Brakspear & Sons plc;W.H. Brakspear & Sons plc Brakspear Bitter;Notes:;3.4;20;35;18;52;5;73;34;19;0;17;85;11;74
Goliath;Bitter - English;Wychwood Brewery Company Ltd;Wychwood Brewery Company Ltd Goliath;Notes:;4.2;20;35;12;41;19;49;47;27;0;24;77;9;74
McNellie's Pub Ale;Bitter - English;Marshall Brewing Company;Marshall Brewing Company McNellie's Pub Ale;Notes:Inspired by the house ales found in the pubs of Great Britain and Ireland, McNellie’s Pub Ale is a traditional ale brewed in the style of a Best Bitter. Various maltings of two-row barley are joined with American Glacier hops to give this beer its color, complexity, and a bit of a New World twist. The Old World character present in this ale is largely influenced by its yeast, which originates in the port city of Hull, East Yorkshire, England.\t;5;20;35;27;50;7;58;62;34;3;30;96;8;116
Ruby Red Ale;Bitter - English;St. Peter's Brewery Co Ltd;St. Peter's Brewery Co Ltd St. Peter's Ruby Red Ale;Notes:A rich, red ale with subtle malt undertones and a distinctive spicy hop aroma from Styrian Goldings. Brewed with skill and patience in one of Britain's finest small breweries.\t;4.3;20;35;19;47;12;71;73;28;0;33;78;14;122
Op & Top;Bitter - English;Brouwerij De Molen;Brouwerij De Molen Op & Top;Notes:;4.5;20;35;19;38;8;70;55;72;0;81;112;7;55
Tetley's Smoothflow;Bitter - English;Carlsberg-Tetley Brewing Ltd;Carlsberg-Tetley Brewing Ltd Tetley's Smoothflow;Notes:;3.6;20;35;14;96;10;40;62;21;1;20;55;2;74
Arkell Best Bitter;Bitter - English;Wellington County Brewery;Wellington County Brewery Arkell Best Bitter;Notes:Originally served as a real ale, Arkell Best Bitter has a loyal following. This delicate and well-balanced bitter is Wellington’s session beer.\t;4;20;35;15;40;8;79;60;31;4;29;105;4;117
Chester County Bitter;Bitter - English;Sly Fox Brewing Company;Sly Fox Brewing Company Chester County Bitter;Notes:This traditional British Ale is authentic cask conditioned beer with a smooth malt profile balance by a subtle hop presence. Dry-hopping in the cask produces an enticing hop aroma in this quaffable session ale.\t;4.5;20;35;14;85;10;74;32;31;0;30;91;37;82
Cain's Finest Bitter;Bitter - English;Robert Cain & Company Limited;Robert Cain & Company Limited Cain's Best Bitter;Notes:;4;20;35;15;59;7;68;60;17;1;22;91;3;104
Bitter;Bitter - English;Ridgeway Brewing;Ridgeway Brewing Ridgeway Bitter;Notes:;4;20;35;26;42;5;74;37;44;1;42;100;11;69
Colonel Blides Cask Ale;Bitter - English;Cricket Hill Brewing Co.;Cricket Hill Brewing Co. Colonel Blides Cask Ale;Notes:5.5% ABV31 IBU'S\t;5.5;20;35;14;56;5;61;43;38;3;41;78;8;82
T.E.A. (Traditional English Ale);Bitter - English;Hog's Back Brewery;Hog's Back Brewery T.E.A. (Traditional English Ale);Notes:An enticing amber colour with a hoppy and slightly fruity aroma. We use the finest English malt carefully balanced with local Fuggles hops. This is gently fermented to leave some of the natural malt sugars, to give a full and satisfying flavour with a long, dry finish.\t;4.2;20;35;13;36;10;53;58;43;2;41;81;7;81
XB Bluebird Bitter;Bitter - English;Coniston Brewing Co. Ltd;Coniston Brewing Co. Ltd XB Bluebird Bitter;Notes:;4.4;20;35;31;51;2;64;55;73;0;66;82;6;69
Pitchfork Rebellious Bitter;Bitter - English;RCH Brewery;RCH Brewery Pitchfork Rebellious Bitter;Notes:The name comes from the Pitchfork rebellion of 1685 the last battle to be fought on English soil of the Civil War.A golden bitter with floral citric hop aroma. It has a hoppy predominate taste which is slightly sweet and fruity and leaves you wanting more.\t;4.3;20;35;34;49;13;88;41;59;2;60;112;12;64
HopHead;Bitter - English;Dark Star Brewing Company Limited;Dark Star Brewing Company Limited HopHead;Notes:An extremely clean-drinking pale golden ale with a strong floral aroma and elderflower notes from the Cascade hops. This beer is full-bodied and full-flavoured yet gentle enough to make it a favourite session beer.50 IBU\t;3.8;20;35;25;57;8;67;15;33;0;29;85;21;23
Old Brewery BitterSamuel Smith Old Brewery (Tadcaster);Bitter - English;Samuel Smith Old Brewery (Tadcaster);Samuel Smith Old Brewery (Tadcaster) Samuel Smith's Old Brewery Bitter;Notes:;4;20;35;10;91;9;58;62;42;1;41;68;21;75
Little Dog;Bitter - English;Hair of the Dog Brewing Company / Brewery and Tasting Room;Hair of the Dog Brewing Company / Brewery and Tasting Room Little Dog;"Notes:An experimental beer, moderately hopped and low alcohol. First made from second runnings of Doggie Claws 2010; subsequent releases of Fred or Adam second runnings.\t";3.5;20;35;9;31;8;44;13;24;3;26;61;9;53
Best Bitter;Bitter - English;St. Peter's Brewery Co Ltd;St. Peter's Brewery Co Ltd St. Peter's Best Bitter;Notes:A traditional best bitter ale brewed wth Pale and Crystal malts and Goldings aroma hops. The result is a full-bodied ale with distinctive fruity caramel notes. Brewed with skill and patience in one of Britain's finest small breweries.\t;3.7;20;35;17;45;2;79;47;28;0;20;101;11;82
Camerons Strongarm;Bitter - English;Castle Eden & Camerons Brewing Company Ltd;Castle Eden & Camerons Brewing Company Ltd Camerons Strongarm;Notes:;4;20;35;16;49;13;60;62;22;0;16;66;12;89
HSB (Horndean Special Bitter);Bitter - English;George Gale & Company Ltd;George Gale & Company Ltd HSB (Horndean Special Bitter);Notes:;4.8;20;35;13;47;7;54;40;28;0;29;64;14;64
St. Patrick's Best;Bitter - English;Strangford Lough Brewing Company Ltd;Strangford Lough Brewing Company Ltd St. Patrick's Best;Notes:;4.2;20;35;24;58;11;52;77;37;2;31;91;9;109
Hooky Bitter;Bitter - English;Hook Norton Brewery Co. Ltd.;Hook Norton Brewery Co. Ltd. Hooky Bitter;Notes:;3.5;20;35;23;60;9;83;71;56;0;58;117;16;113
West Bank Pub Ale;Bitter - English;Minneapolis Town Hall Brewery;Minneapolis Town Hall Brewery West Bank Pub Ale;Notes:British style pale ale featuring the the rich character of UK Golden Promise malt with a distinct finish from the use of British Fuggles and Golding hops.\t;4.8;20;35;18;44;6;86;39;59;1;70;120;14;59
Adnams Bitter;Bitter - English;Adnams plc, Sole Bay Brewery;Adnams plc, Sole Bay Brewery Adnams Bitter;Notes:;4.1;20;35;18;60;10;95;63;42;0;39;109;13;90
Summer Love;Blonde Ale - American;Victory Brewing Company;Victory Brewing Company Summer Love;Notes:CompositionMalt: imported 2 row German maltsHops: whole flower Tettnang Tettnang, Simcoe and Citra hopsABV: 5.2%FlavorWith the sublime, earthy familiarity of noble European hops backed up by fresh, clean German malts, Summer Love Ale ends with a surprising burst of lemony refreshment from fistfuls of American whole flower hops. Love Summer, now.\t;5.2;15;25;30;19;2;61;17;41;2;48;88;3;38
Sweet Action;Blonde Ale - American;Sixpoint Brewery;Sixpoint Brewery Sweet Action;"Notes:Ever heard of Sweet Action...the magazine? That short-lived sensation sparked one of our first collaborations--the beer you hold in your hand. Our quest to classify SWEET ACTION has ended; it's a beer your brain can't categorize, but instead speaks directly to your palate. Our senses and intuition sometimes conquer rational thought. It's Mad Science.\t";5;15;25;13;38;7;54;39;38;0;40;81;2;50
Big Wave Golden Ale;Blonde Ale - American;Kona Brewing Co.;Kona Brewing Co. Big Wave Golden Ale;Notes:Big Wave is light golden ale with a subtle fruitiness and delicate hop aroma. A smooth, easy drinking refreshing ale. The lightly roasted honey malt contributes to the golden hue of this beer and also gives a slight sweetness that is balanced out by our special blend of hops.20 IBU\t;4.4;15;25;9;25;7;31;35;27;2;35;49;0;34
Twilight Summer Ale;Blonde Ale - American;Deschutes Brewery;Deschutes Brewery Twilight Ale;Notes:Summer has its own rules. As luck would have it, it also has it's own beer. This clever golden-hued ale pours remarkably crisp and clean. A distinctive malt body complements a refreshing hop profile led by a heady dose of bold Amarillo hops. Enjoy.Malt: Pale, Carapils, Crystal, MunichHops: Sterling, Celeia, Cascade, Tettnang38 IBU\t;5;15;25;28;37;8;62;48;79;0;82;102;17;100
Tire Bite Golden Ale;Blonde Ale - American;Flying Dog Brewery;Flying Dog Brewery Tire Bite Golden Ale;Notes:;5.1;15;25;28;34;8;29;31;25;1;19;49;5;54
Export Ale;Blonde Ale - American;Shipyard Brewing Co.;Shipyard Brewing Co. Shipyard Export Ale;Notes:;5.1;15;25;15;41;13;34;45;39;7;35;61;4;85
Fireman's #4;Blonde Ale - American;Real Ale Brewing Company;Real Ale Brewing Company Fireman's #4;Notes:;5.1;15;25;14;17;10;24;26;21;8;26;39;10;36
India Pale Ale;Blonde Ale - American;Alexander Keith's;Alexander Keith's India Pale Ale;Notes:The pride of Nova Scotia.\t;5;15;25;6;12;4;20;12;2;0;2;28;0;23
Samurai Ale;Blonde Ale - American;Great Divide Brewing Company;Great Divide Brewing Company Samurai Ale;Notes:Samurai is the perfect beer for your zen garden after battle, or your patio after a long day of work. The addition of rice gives a slightly fruity, crisp, refreshing element to this hazy unfiltered ale, creating a light, easy-going beer suitable for the peaceful warrior. This may be your first Samurai, but it certainly won’t be your last.\t;5.1;15;25;36;31;6;43;47;58;3;50;71;4;107
Bombshell Blonde;Blonde Ale - American;Southern Star Brewing Company;Southern Star Brewing Company Bombshell Blonde;Notes:A rich, creamy golden colored ale fermented at a cool temperature to give a clean finish. Hints of yeasty bread and a touch of hops combine to make a beer that is truly more than the sum of its parts.20 IBUMalt: Rahr Special Pale, Wyermann ViennaHops: Saphir, SterlingYeast: California Ale\t;5.25;15;25;29;41;10;28;27;26;5;30;41;6;67
Farmhouse Summer Ale;Blonde Ale - American;Flying Fish Brewing Company;Flying Fish Brewing Company Farmhouse Summer Ale;"Notes:A tribute to the highly drinkable ""every day"" beers from French-speaking Belgium. Contains Belgian two-row pale malt and 7% wheat. This beer is lightly filtered with an earthy, spicy hop character from imported Styrian Goldings hops and a beautiful rich creamy head from the wheat.\t";4.6;15;25;12;17;6;28;27;35;4;33;41;14;46
Single Chair Golden Ale;Blonde Ale - American;Magic Hat Brewing Company;Magic Hat Brewing Company Single Chair Ale;Notes:Single Chair celebrates the uniqueness of the Mad River Glen Cooperative Ski Area in Vermont. Medium bodied and ideally balanced for all tastes, Single Chair's tempting light golden color, heady aroma and smooth liquid go down effortlessly and often!17 IBU\t;5;15;25;22;40;10;22;34;45;3;34;50;7;64
Citra Blonde Summer Brew;Blonde Ale - American;Widmer Brothers Brewing Company;Widmer Brothers Brewing Company Citra Summer Blonde Brew;Notes:;4.3;15;25;48;42;13;71;22;80;2;97;55;0;45
True Blonde Ale;Blonde Ale - American;Ska Brewing Co.;Ska Brewing Co. True Blonde Ale;Notes:A Smooth and Sexy Brew.Like golden waves of yeast crashing on a golden beach of golden sand with golden taps spewing golden beer that’s smooth as gold.A Crisp Blonde Ale. Golden in color, medium in body—she’s brewed with the help and the honey of Durango’s Honeyville™ bees.SOUL MATESLight enough not to overwhelm tasty greens regardless of dressing. Works well with delicate fish. Pleasant accompaniment to lobster, clams, shrimp and crab – great w/ lobster bisque. Thirst quencher, works well with spicy/hot foods.The taste is mildly sweet from the use of local honey, followed by bready malts, a touch of tangy wheat, a pleasantly mild bitterness, and citrus hop flavors in the end.\t;5.3;15;25;27;38;6;31;57;42;1;42;44;7;84
Prairie Path Ale;Blonde Ale - American;Two Brothers Brewing Company;Two Brothers Brewing Company Prairie Path Ale;Notes:;5.1;15;25;24;26;7;43;38;32;1;37;70;7;68
Summer Ale;Blonde Ale - American;Blue Point Brewing Company;Blue Point Brewing Company Blue Point Summer Ale;Notes:The delicious, refreshing taste of Summer Ale comes from a substantial portion of wheat malt added to a traditional barley malt mix which gives this delicious brew a unique tartness not found in many light ales these days. No surprise – this light, thirst-quenching brew is best enjoyed on hot summer days.\t;4.4;15;25;16;22;3;25;14;25;6;27;37;1;46
Aud Blonde;Blonde Ale - American;Russian River Brewing Company;Russian River Brewing Company Aud Blonde;Notes:;4.5;15;25;27;38;4;51;27;43;0;36;80;8;49
Gossamer Golden Ale;Blonde Ale - American;Half Acre Beer Company;Half Acre Beer Company Gossamer Golden Ale;Notes:;4.2;15;25;23;44;9;55;41;54;5;74;97;5;67
Heavy Seas - Gold Ale;Blonde Ale - American;Heavy Seas Beer;Heavy Seas Beer Heavy Seas - Gold Ale;Notes:;4.5;15;25;22;31;7;34;33;27;3;31;53;3;61
Sum'r Summer Ale;Blonde Ale - American;Uinta Brewing Company;Uinta Brewing Company Sum'R;Notes:Citrusy and thirst-quenching, this refreshing golden ale is highlighted by the use of unique hops.17 IBU\t;4;15;25;27;34;6;41;30;48;4;48;61;1;65
Summer Honey Ale;Blonde Ale - American;Big Sky Brewing Company;Big Sky Brewing Company Summer Honey Ale;Notes:When the days get longer and the air gets warmer, we get outside quite a bit. And we build a big thirst. Summer Honey helps us shake off the winter and slakes our thirst for a refreshing brew. Summer Honey is a full-flavored summer seasonal ale. Brewed with a unique, balanced blend of spices, Northwest Hops, and Montana honey. Summer Honey is brewed during the early days of spring and released around the first of May each year. Light colored, light bodied, and very drinkable, Summer Honey sacrifices nothing to create a flavorful beer that can be enjoyed during the height of the Summer.\t;4.7;15;25;19;46;18;36;78;24;6;27;73;28;120
Ballantine XXX Ale;Blonde Ale - American;Pabst Brewing Company;Pabst Brewing Company Ballantine XXX Ale;Notes:;4.85;15;25;18;41;4;33;27;16;2;14;64;3;51
Molson Export;Blonde Ale - American;Molson Coors Canada;Molson Coors Canada Molson Export;Notes:With over 100 years of brewing tradition behind it, Molson Export continues to grow in lore. Its history, however, could never be as rich without the original, high-quality ingredients that have come to distinguish it from other brands.We brew Molson Export with two-row barley, an exclusive strain of ale yeast that goes back to the origins of Molson Breweries, hand-selected Golding and Oregon hops and water.\t;5;15;25;19;31;6;33;30;25;0;18;39;2;43
Lonely Blonde;Blonde Ale - American;Fulton Beer;Fulton Beer Lonely Blonde;Notes:The Lonely Blonde wears a delicate fragrance of German noble hops, and slips a touch of white wheat between American pale and crystal malts for a smooth, sensuous body, fair complexion, and a pleasantly lacy white head. Crisp carbonation slinks the Lonely Blonde quickly away, and you’re left with nothing but a slight lingering sweetness as you contemplate how The Lonely Blonde can be so beautiful on so many levels.\t;4.8;15;25;26;32;19;32;45;35;4;41;50;4;92
Summer Blonde Ale;Blonde Ale - American;River Horse Brewing Co.;River Horse Brewing Co. River Horse Summer Blonde;Notes:A light, refreshing Ale that is easy to drink yet complex. Perfect for the warmer months.\t;4.5;15;25;15;23;5;17;21;32;0;34;27;3;44
Knockout Blonde;Blonde Ale - American;Lawson's Finest Liquids;Lawson's Finest Liquids Knockout Blonde;Notes:Our blonde ale packs a zippy punch of hop aroma! This brew features a flavorful blend of North American malts and is fully loaded with Cascade and Centennial hops.\t;5;15;25;28;35;16;102;30;64;5;76;148;9;62
Blonde Ale;Blonde Ale - American;Thomas Hooker Brewing Company;Thomas Hooker Brewing Company Thomas Hooker Blonde Ale;Notes:Smooth flavor with a subtle malt sweetness accented with the delicate aroma of Czech hops. This brilliant gold ale is a mellow but flavorful microbrew.11 IBU\t;4.6;15;25;19;33;3;36;22;35;1;27;54;3;60
Bare Ass Blonde Ale;Blonde Ale - American;DuClaw Brewing Company;DuClaw Brewing Company Bare Ass Blonde Ale;Notes:Our smoothly drinkable little blonde bombshell will turn your head with its smooth, light malt flavor, mild hop character, 5% ABV, and crisp, refreshing, fruity finish.Style: Blonde AleColor: GoldenHop Variety: Fuggle, GoldingsGrains: Pale Malt, Wheat Malt, Carapils MaltPlato: 12.5IBU: 19\t;5;15;25;25;30;6;27;32;24;3;24;39;0;66
NOLA Blonde AleNew Orleans Lager & Ale Brewing Company (NOLA);Blonde Ale - American;New Orleans Lager & Ale Brewing Company (NOLA);New Orleans Lager & Ale Brewing Company (NOLA) NOLA Blonde Ale;Notes:A great introductory craft beer, NOLA Blonde is a medium-bodied traditional American blonde ale - golden in color with floral and citrus hop aromas.\t;4.9;15;25;10;24;7;36;49;52;2;44;52;3;66
Alamo Golden Ale;Blonde Ale - American;Alamo Beer Co.;Alamo Beer Co. Alamo Golden Ale;Notes:;5.1;15;25;21;21;9;29;18;5;1;5;44;4;50
Golden Ale;Blonde Ale - American;Mayflower Brewing Company;Mayflower Brewing Company Mayflower Golden Ale;Notes:;4.7;15;25;32;34;9;29;26;17;3;17;46;7;48
Samuel Adams Winter LagerBoston Beer Company (Samuel Adams);Bock - Traditional;Boston Beer Company (Samuel Adams);Boston Beer Company (Samuel Adams) Samuel Adams Winter Lager;Notes:Festive Bock with Spices.Winter Lager's rich malt notes and accents of cinnamon, ginger, and orange peel are just the right companion for decking the halls, your holiday table, your fridge, your hand... You get the picture, no matter what or how you celebrate, do it with a Winter Lager.\t;5.6;20;30;8;29;5;33;24;13;1;17;27;45;64
Shiner Bock;Bock - Traditional;Spoetzl Brewery;Spoetzl Brewery Shiner Bock;Notes:Tip back a bock. Brewed with rich roasted barley malt and German specialty hops, this lightly hopped American-styled dark lager always goes down easy. Originally a seasonal beer, fans have demanded it year-round since 1973.\t;4.4;20;30;10;26;5;26;21;5;1;6;25;2;63
Samuel Adams Chocolate BockBoston Beer Company (Samuel Adams);Bock - Traditional;Boston Beer Company (Samuel Adams);Boston Beer Company (Samuel Adams) Samuel Adams Chocolate Bock;Notes:Rich & DecadentThis rich, decadent bock has a big, malty character with the added sweetness of chocolate. Extended aging on a bed of cocoa nibs imparts a smooth, complex flavor and velvety finish.\t;5.8;20;30;3;99;5;35;101;10;0;20;14;0;108
Michelob AmberBock;Bock - Traditional;Anheuser-Busch;Anheuser-Busch Michelob Amber Bock;Notes:Michelob AmberBock is brewed using 100% malt including dark-roasted black and caramel malts and all-imported hops.\t;5.2;20;30;6;27;8;16;31;6;0;5;15;1;80
Samuel Adams Cherry Chocolate BockBoston Beer Company (Samuel Adams);Bock - Traditional;Boston Beer Company (Samuel Adams);Boston Beer Company (Samuel Adams) Samuel Adams Chocolate Cherry Bock;Notes:;5.8;20;30;6;117;18;25;162;17;0;110;13;3;138
Uff-da;Bock - Traditional;New Glarus Brewing Company;New Glarus Brewing Company Uff-da;Notes:;6.7;20;30;11;39;9;27;72;24;0;29;34;0;115
The Vixen Chocolate Chili BockBoston Beer Company (Samuel Adams);Bock - Traditional;Boston Beer Company (Samuel Adams);Boston Beer Company (Samuel Adams) Samuel Adams Chocolate Chili Bock;Notes:;8.5;20;30;9;127;32;30;129;16;0;32;14;103;130
St. Nikolaus Bock Bier;Bock - Traditional;Pennsylvania Brewing Company;Pennsylvania Brewing Company St. Nikolaus Bock Bier;Notes:Munich and various roasted malts give it a very malty, rich flavor with a hint of burnt flavor. 100% imported Hallertau hops, moderate bitterness and aroma.\t;6;20;30;19;61;3;47;54;8;0;13;36;24;102
Spring Bock;Bock - Traditional;Saint Arnold Brewing Company;Saint Arnold Brewing Company Saint Arnold Spring Bock;Notes:An authentic, copper colored, German-style Bock, celebrating the coming of spring. This big, deeply flavored lager has been aged to create a smooth, malty taste with a hint of sweetness. A light addition of German hops balances the malt flavor.\t;6.9;20;30;11;50;35;31;42;7;1;10;43;6;93
Pandora's Bock;Bock - Traditional;Breckenridge Brewery;Breckenridge Brewery Pandora's Bock;Notes:;7.5;20;30;11;41;22;20;88;25;0;39;31;13;100
Genesee Spring Bock;Bock - Traditional;Genesee Brewing Co. / Dundee Brewing Co.;Genesee Brewing Co. / Dundee Brewing Co. Genesee Bock;Notes:Formerly Genesee Bock BeerOur take on the 16th century German legend has turned out to be a legend in its own right. For every spring since 1951, our brewery has carefully crafted and lagered Genesee Bock Beer. The result is an exceptionally hearty, full-flavored beer with a slight malty finish—and a perfect way to celebrate the snow melt.\t;5.2;20;30;13;39;5;18;50;10;2;12;21;1;67
Ur-Bock Dunkel;Bock - Traditional;Einbecker Brauhaus AG;Einbecker Brauhaus AG Einbecker Ur-Bock Dunkel;Notes:At the first sip it is smooth and full-bodied, at the second sip the true rich, strong roasted malt aroma of Einbecker Ur-Bock unfolds. The dark barley-malt brewed refreshment from the Einbecker original recipe.\t;6.5;20;30;10;38;18;40;55;14;0;18;41;5;88
La Trappe Bockbier;Bock - Traditional;Bierbrouwerij De Koningshoeven B.V.;Bierbrouwerij De Koningshoeven B.V. La Trappe Bockbier;Notes:This unique seasonal product is the world’s only Trappist bock ale. Brewed exclusively with natural ingredients, this ale post-ferments slightly in its bottle. It has a deep red colour, an intensely rich taste, and a malty aroma. Aromatic hop varieties and types of burnt malt render this ale its delicate bitterness that blends surprisingly well with its slightly sweet undertone.\t;7;20;30;15;58;17;35;77;22;0;39;38;21;106
Christmas Bock;Bock - Traditional;Mahrs-Bräu;Mahrs-Bräu Mahr's Christmas Bock;Notes:;6;20;30;26;50;19;41;86;24;1;23;52;39;107
Noche Buena;Bock - Traditional;Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.;Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Noche Buena;Notes:;5.9;20;30;15;30;8;21;57;7;0;11;26;7;70
Schell's Bock;Bock - Traditional;August Schell Brewing Company;August Schell Brewing Company Schell's Bock;Notes:Each year the promise of spring was confirmed as the first keg of Schell's Bock rolled onto waiting delivery wagons. And since 1860, Schell's Bock has continued in the true German tradition. Completely reformulated for 2009, Schell's Bock has replaced Caramel Bock as our late winter seasonal. Brewed with a harmonious blend of 10 different types of malt and noble hops, Schell's Bock is fermented slowly, and then lagered for an extended period of time to ensure a smooth finish. Perfect for passing even the coldest winter day.This dark amber colored beer sports a robust malt character.\t;6.1;20;30;21;60;21;23;95;23;2;37;33;6;152
